quote_id,symbol_id,date_id,time_id,exchange_id,bid_price,ask_price,bid_size,ask_size,spread,mid_price,event_ts
668,BINANCE:ETHUSDT,20260331,22408,BINANCE,2015.61,2015.62,0.9019,32.1532,0.009999999999990905,2015.6149999999998,2026-03-31 02:24:08.267000
669,BINANCE:ETHUSDT,20260331,22408,BINANCE,2015.61,2015.62,0.9019,32.177,0.009999999999990905,2015.6149999999998,2026-03-31 02:24:08.272000
670,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.0291,2.00782,0.00999999999476131,66301.715,2026-03-31 02:24:08.276000
671,BINANCE:ETHUSDT,20260331,22408,BINANCE,2015.61,2015.62,0.9019,32.677,0.009999999999990905,2015.6149999999998,2026-03-31 02:24:08.277000
672,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.0291,2.04847,0.00999999999476131,66301.715,2026-03-31 02:24:08.284000
673,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.0291,1.89347,0.00999999999476131,66301.715,2026-03-31 02:24:08.296000
674,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.0291,1.91347,0.00999999999476131,66301.715,2026-03-31 02:24:08.296000
675,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.02902,1.91347,0.00999999999476131,66301.715,2026-03-31 02:24:08.305000
676,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.02894,1.91347,0.00999999999476131,66301.715,2026-03-31 02:24:08.305000
677,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.02886,1.91347,0.00999999999476131,66301.715,2026-03-31 02:24:08.306000
678,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.02894,1.91347,0.00999999999476131,66301.715,2026-03-31 02:24:08.306000
679,BINANCE:ETHUSDT,20260331,22408,BINANCE,2015.61,2015.62,0.8993,32.677,0.009999999999990905,2015.6149999999998,2026-03-31 02:24:08.306000
680,BINANCE:ETHUSDT,20260331,22408,BINANCE,2015.61,2015.62,0.8967,32.677,0.009999999999990905,2015.6149999999998,2026-03-31 02:24:08.306000
681,BINANCE:ETHUSDT,20260331,22408,BINANCE,2015.61,2015.62,0.8941,32.677,0.009999999999990905,2015.6149999999998,2026-03-31 02:24:08.307000
682,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.02894,1.89347,0.00999999999476131,66301.715,2026-03-31 02:24:08.307000
683,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.02894,1.96347,0.00999999999476131,66301.715,2026-03-31 02:24:08.308000
684,BINANCE:ETHUSDT,20260331,22408,BINANCE,2015.61,2015.62,0.8941,32.776,0.009999999999990905,2015.6149999999998,2026-03-31 02:24:08.318000
685,BINANCE:ETHUSDT,20260331,22408,BINANCE,2015.61,2015.62,0.8941,32.875,0.009999999999990905,2015.6149999999998,2026-03-31 02:24:08.318000
686,BINANCE:ETHUSDT,20260331,22408,BINANCE,2015.61,2015.62,0.8941,32.974,0.009999999999990905,2015.6149999999998,2026-03-31 02:24:08.319000
687,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.02894,1.96339,0.00999999999476131,66301.715,2026-03-31 02:24:08.319000
688,BINANCE:ETHUSDT,20260331,22408,BINANCE,2015.61,2015.62,0.8941,32.875,0.009999999999990905,2015.6149999999998,2026-03-31 02:24:08.322000
689,BINANCE:ETHUSDT,20260331,22408,BINANCE,2015.61,2015.62,0.8941,32.776,0.009999999999990905,2015.6149999999998,2026-03-31 02:24:08.322000
690,BINANCE:ETHUSDT,20260331,22408,BINANCE,2015.61,2015.62,0.8941,32.677,0.009999999999990905,2015.6149999999998,2026-03-31 02:24:08.322000
691,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.02894,1.89339,0.00999999999476131,66301.715,2026-03-31 02:24:08.322000
692,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.02894,1.91339,0.00999999999476131,66301.715,2026-03-31 02:24:08.323000
693,BINANCE:BTCUSDT,20260331,22408,BINANCE,66301.71,66301.72,0.02894,1.86719,0.00999999999476131,66301.715,2026-03-31 02:24:08.327000
694,BINANCE:BTCUSDT,20260331,22408,BINANCE,66300.0,66300.01,2.48767,0.14456,0.00999999999476131,66300.005,2026-03-31 02:24:08.352000
695,BINANCE:BTCUSDT,20260331,22408,BINANCE,66300.0,66300.01,2.48767,0.34441,0.00999999999476131,66300.005,2026-03-31 02:24:08.352000
696,BINANCE:BTCUSDT,20260331,22408,BINANCE,66300.0,66300.01,2.48767,0.54362,0.00999999999476131,66300.005,2026-03-31 02:24:08.352000
697,BINANCE:BTCUSDT,20260331,22408,BINANCE,66300.0,66300.01,2.48767,0.925,0.00999999999476131,66300.005,2026-03-31 02:24:08.352000
698,BINANCE:BTCUSDT,20260331,22408,BINANCE,66300.0,66300.01,2.48767,1.30638,0.00999999999476131,66300.005,2026-03-31 02:24:08.353000
699,BINANCE:BTCUSDT,20260331,22408,BINANCE,66300.0,66300.01,2.48767,1.41702,0.00999999999476131,66300.005,2026-03-31 02:24:08.353000
